"Aaron Judge_NYY","Justin Smoak_TOR","Robinson Cano_SEA","Logan Morrison_TB","Anthony Rizzo_CHC","Dexter Fowler_STL","Khris Davis_OAK","Andrew McCutchen_PIT","Miguel Sano_MIN","Tommy Pham_STL","Didi Gregorius_NYY","Jonathan Villar_MIL","Mike Trout_LAA","Ryan Braun_MIL","Nelson Cruz_SEA","Jed Lowrie_OAK","Jose Abreu_CWS","Travis Shaw_MIL","Starling Marte_PIT","Miguel Cabrera_DET","Buster Posey_SF","Max Kepler_MIN","Corey Dickerson_TB","Giancarlo Stanton_MIA","Justin Bour_MIA","Aledmys Diaz_STL","Gary Sanchez_NYY","Ryon Healy_OAK","Eric Hosmer_KC","Jean Segura_SEA","Denard Span_SF","JD Martinez_DET","Cameron Maybin_LAA","Andrelton Simmons_LAA","Eddie Rosario_MIN","Steven Souza_TB","Stephen Piscotty_STL","JT Realmuto_MIA","Paul DeJong_STL","Franklin Barreto_OAK","Matt Chapman_OAK","Yoan Moncada_CWS","Lorenzo Cain_KC","Jarrod Dyson_SEA","Josh Bell_PIT","Ian Kinsler_DET","Randal Grichuk_STL","Matt Carpenter_STL","Jedd Gyorko_STL","Brett Gardner_NYY","Melky Cabrera_CWS","Yonder Alonso_OAK","Mike Moustakas_KC","Kyle Seager_SEA","Josh Harrison_PIT","Alex Avila_DET","Brian Dozier_MIN","Kris Bryant_CHC","Jose Bautista_TOR","Josh Donaldson_TOR","Tyler Saladino_CWS","Stephen Vogt_MIL","Eric Thames_MIL","Salvador Perez_KC","Whit Merrifield_KC","Ben Gamel_SEA","Tommy Joseph_PHI","Aaron Altherr_PHI","Adam Frazier_PIT","Justin Upton_DET","Brandon Belt_SF","Joe Panik_SF","Evan Longoria_TB","Brad Miller_TB","Marcell Ozuna_MIA","Todd Frazier_CWS","Marcus Semien_OAK","Alen Hanson_CWS","Adam Engel_CWS","Chris Davis_BAL","Domingo Santana_MIL","Alcides Escobar_KC","Guillermo Heredia_SEA","John Jaso_PIT","Eduardo Nunez_SF","Nicholas Castellanos_DET","Ian Happ_CHC","Chad Huffman_STL","Dee Gordon_MIA","Christian Yelich_MIA","Yolmer Sanchez_CWS","Danny Valencia_SEA","Eduardo Escobar_MIN","CJ Cron_LAA","Ben Zobrist_CHC","Trevor Plouffe_TB","Wilson Ramos_TB","Kevin Kiermaier_TB","Yadier Molina_STL","Martin Prado_MIA","Derek Dietrich_MIA","Devon Travis_TOR","Manny Pina_MIL","Hernan Perez_MIL","Manny Machado_BAL","Mitch Haniger_SEA","Hunter Pence_SF","Andrew Romine_DET","Joe Mauer_MIN","Colby Rasmus_TB","Matt Holliday_NYY","Jacoby Ellsbury_NYY","Avisail Garcia_CWS","Adam Jones_BAL","Mark Trumbo_BAL","Jesus Aguilar_MIL","Jonathan Schoop_BAL","Leonys Martin_SEA","Mike Zunino_SEA","Jorge Bonifacio_KC","Cesar Hernandez_PHI","Eric Young_LAA","Robbie Grossman_MIN","Jefry Marte_LAA","Daniel Palka_MIN","Willson Contreras_CHC","Mallex Smith_TB","Matt Duffy_TB","Kyle Schwarber_CHC","Tyler Moore_MIA","Adam Rosales_OAK","Matt Joyce_OAK","Mark Canha_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Charlie Tilson_CWS","Tim Anderson_CWS","Alex Gordon_KC","Gregory Polanco_PIT","Jose Osuna_PIT","Nick Hundley_SF","James McCann_DET","Yunel Escobar_LAA","Tim Beckham_TB","Steve Pearce_TOR","Rajai Davis_OAK","Joey Wendle_OAK","Eric Sogard_MIL","Orlando Arcia_MIL","Trey Mancini_BAL","Taylor Motter_SEA","Jorge Soler_KC","Daniel Nava_PHI","Jordy Mercer_PIT","Andrew Knapp_PHI","Gorkys Hernandez_SF","Ben Revere_LAA","Jason Castro_MIN","Nick Franklin_LAA","Jason Heyward_CHC","Chase Headley_NYY","Aaron Hicks_NYY","Ronald Torreyes_NYY","Matt Davidson_CWS","Brandon Moss_KC","Cheslor Cuthbert_KC","Victor Martinez_DET","Jose Iglesias_DET","Jarrett Parker_SF","Mikie Mahtook_DET","Christian Arroyo_SF","Kole Calhoun_LAA","Javier Baez_CHC","Jake Bauers_TB","Jose Martinez_STL","Kolten Wong_STL","Kendrys Morales_TOR","Starlin Castro_NYY","Kevin Pillar_TOR","Leury Garcia_CWS","Jacob May_CWS","Kevan Smith_CWS","Keon Broxton_MIL","Paulo Orlando_KC","Billy Burns_KC","Howie Kendrick_PHI","Maikel Franco_PHI","JaCoby Jones_DET","Albert Pujols_LAA","Kennys Vargas_MIN","Jorge Polanco_MIN","Jon Jay_CHC","Addison Russell_CHC","Harrison Bader_STL","Miguel Montero_TOR","Troy Tulowitzki_TOR","Ezequiel Carrera_TOR","Greg Bird_NYY","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Welington Castillo_BAL","Joey Rickard_BAL","Lewis Brinson_MIL","Francisco Cervelli_PIT","David Freese_PIT","Freddy Galvis_PHI","Elias Diaz_PIT","Nick Williams_PHI","Mac Williamson_SF","Chris Gimenez_MIN","Derek Norris_TB","Jesus Sucre_TB","Jeimer Candelario_CHC","Mark Zagunis_CHC","Destin Hood_MIA","Chris Carter_NYY","Cody Asche_CWS","Willy Garcia_CWS","Matt Olson_OAK","Seth Smith_BAL","Michael Reed_MIL","Danny Ortiz_PIT","Kevin Newman_PIT","Alex Presley_DET","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Kelby Tomlinson_SF","Peter Bourjos_TB","Mason Williams_NYY","Tyler Austin_NYY","Dalton Pompey_TOR","Rob Refsnyder_NYY","Richard Urena_TOR","Rowdy Tellez_TOR","Geovany Soto_CWS","Kirk Nieuwenhuis_MIL","Caleb Joseph_BAL","Andrew Susac_MIL","Brett Phillips_MIL","Shawn O'Malley_SEA","Ryan O'Hearn_KC","Cameron Perkins_PHI","Jae-gyun Hwang_SF","Rickie Weeks_TB","Adeiny Hechavarria_TB","Tommy La Stella_CHC","Ichiro Suzuki_MIA","Tomas Telis_MIA","Magneuris Sierra_STL","Darwin Barney_TOR","Harold Ramirez_TOR","Craig Gentry_BAL","DJ Peterson_SEA","Terrance Gore_KC","Boog Powell_SEA","Tyler Smith_SEA","Aaron Hill_SF","Jim Adduci_DET","Luis Valbuena_LAA","Cliff Pennington_LAA","David Fletcher_LAA","Curt Casali_TB","Albert Almora_CHC","Christian Colon_MIA","Steve Lombardozzi_MIA","Luke Voit_STL","Greg Garcia_STL","JT Riddle_MIA","Carson Kelly_STL","Russell Martin_TOR","Jarrod Saltalamacchia_TOR","Austin Romine_NYY","JJ Hardy_BAL","Jacob Nottingham_MIL","Ryan Cordell_MIL","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Phil Gosselin_PIT","Chris Bostick_PIT","Scott Kingery_PHI","Conor Gillaspie_SF","Brandon Crawford_SF","Austin Slater_SF","Ryder Jones_SF","Shane Robinson_LAA","Byron Buxton_MIN","Nolan Fontana_LAA","Daniel Robertson_TB","AJ Ellis_MIA","Alex Mejia_STL","Darrell Ceciliani_TOR","Clint Frazier_NYY","Dustin Fowler_NYY","Gleyber Torres_NYY","Jett Bandy_MIL","Corey Ray_MIL","Odubel Herrera_PHI","Jacob Stallings_PIT","Justin Ruggiano_SF","Ehire Adrianza_MIN","Kaleb Cowart_LAA","Shane Peterson_TB","Victor Caratini_CHC","Mike Aviles_MIA","Eric Fryer_STL","Chris Coghlan_TOR","Anthony Alford_TOR","Josh Phegley_OAK","Omar Narvaez_CWS","Chad Pinder_OAK","Daniel Vogelbach_SEA","Raul Mondesi_KC","Kyle Lewis_SEA","Gift Ngoepe_PIT","Brock Stassi_PHI","Cameron Rupp_PHI","Roman Quinn_PHI","Rhys Hoskins_PHI","Michael Morse_SF","Orlando Calixte_SF","Martin Maldonado_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Ryan Goins_TOR","Luke Maile_TOR","Dwight Smith_TOR","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Jaff Decker_OAK","Ramon Torres_KC","Hunter Dozier_KC","Andres Blanco_PHI","Tim Federowicz_SF","Matt den Dekker_DET","Danny Espinosa_LAA","Taylor Featherston_TB","Miguel Rojas_MIA","Grant Green_CWS","Zack Collins_CWS","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Max Moroff_PIT","John Bormann_PIT","Eloy Jimenez_CHC","Kyle Higashioka_NYY","Ty Kelly_PHI","Jorge Alfaro_PHI","Chris Marrero_SF","Willy Adames_TB","Drew Butera_KC","Chris Stewart_PIT","Mike Ohlman_TOR","Ian Parmley_TOR","Ruben Tejada_BAL","David Washington_BAL","Anthony Santander_BAL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.85126050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1586206896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11764705882353,0,0,0,0,0,0,0,9.98484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.35467980295566,0,0,1.62857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03921568627451,0,0,0,0,0,0,0,0,0,0,0,0,-0.87807881773399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40659340659341,13.4729064039409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.83333333333333,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1861861861862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05555555555556,-8.40476190476191,0,0,0,0,0,0,0,0,0,0,0,0,3.02222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,7.125,-2.61111111111111,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,143.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,24,0,0,0,0,0,0,0,2.83333333333333,24,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.9,0,0,0,5.42307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.83636363636364,0,0,0,0,0,0,0,0,0,0,-2.88602941176471,0,14.5,0,0,0,0,0,0,0,-6.04487179487179,9.05526315789474,12.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47252747252747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53571428571429,-18.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2093023255814,12.0606060606061,0,0,0,0,0,0,0,0,0,0,0,0,-0.217948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5975609756098,-0.25,0,0,0,0,0,0,0,0,0,6.07142857142857,10.367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.775641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,0,0,0,40.7425120772947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.1707317073171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7801870748299,5.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3889916743756,0,-1.75886524822695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0773109243697,10.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2304421768707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02136752136752,9.75,14.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,-5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.34753787878788,0,0,0,0,0,0,0,0,0,15.5116959064327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5169230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.02173913043478,-7.5021645021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91502463054187,11.3602941176471,14.1679841897233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5989304812834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
