"Bryce Harper_Was","Nolan Arenado_Col","Charlie Blackmon_Col","Trea Turner_Was","Daniel Murphy_Was","Trevor Story_Col","Adam Eaton_Was","Mike Trout_LAA","Carlos Gonzalez_Col","Brian Dozier_Min","Paul Goldschmidt_Ari","Mookie Betts_Bos","Ryan Zimmerman_Was","DJ LeMahieu_Col","Anthony Rizzo_ChC","Wil Myers_SD","Anthony Rendon_Was","Miguel Cabrera_Det","Evan Longoria_TB","Manny Machado_Bal","Kris Bryant_ChC","Giancarlo Stanton_Mia","Ian Desmond_Col","Miguel Sano_Min","Jayson Werth_Was","Chris Davis_Bal","Josh Donaldson_Tor","Gary Sanchez_NYY","Mark Reynolds_Col","David Dahl_Col","Mark Trumbo_Bal","Mallex Smith_TB","Starling Marte_Pit","Christian Yelich_Mia","Michael Taylor_Was","JD Martinez_Det","Brad Miller_TB","Adam Jones_Bal","Jose Bautista_Tor","Chris Carter_NYY","Hanley Ramirez_Bos","Freddie Freeman_Atl","Rougned Odor_Tex","Dee Gordon_Mia","Ian Kinsler_Det","Nelson Cruz_Sea","Dexter Fowler_StL","Andrew McCutchen_Pit","Kyle Schwarber_ChC","Shin-Soo Choo_Tex","Max Kepler_Min","AJ Pollock_Ari","Corey Seager_LAD","Robinson Cano_Sea","Jean Segura_Sea","Steven Souza_TB","Corey Dickerson_TB","Matt Carpenter_StL","Matt Holliday_NYY","Xander Bogaerts_Bos","Gregory Polanco_Pit","Joe Mauer_Min","Adrian Beltre_Tex","Maikel Franco_Phi","Odubel Herrera_Phi","David Peralta_Ari","Matt Wieters_Was","Adam Lind_Was","Gerardo Parra_Col","Justin Upton_Det","Wilson Ramos_TB","Kevin Kiermaier_TB","Brett Gardner_NYY","Yoenis Cespedes_NYM","Jonathan Lucroy_Tex","Kennys Vargas_Min","Robbie Grossman_Min","Nomar Mazara_Tex","Colby Rasmus_TB","Troy Tulowitzki_Tor","Aledmys Diaz_StL","Stephen Piscotty_StL","Jacoby Ellsbury_NYY","Jackie Bradley_Bos","Aaron Judge_NYY","Albert Pujols_LAA","Mike Napoli_Tex","Carlos Gomez_Tex","Tommy Joseph_Phi","Ryan Schimpf_SD","Jake Lamb_Ari","Kyle Seager_Sea","Logan Morrison_TB","Jonathan Schoop_Bal","Matt Duffy_TB","Devon Travis_Tor","Dustin Pedroia_Bos","Matt Kemp_Atl","Elvis Andrus_Tex","Eddie Rosario_Min","Yangervis Solarte_SD","Yasmany Tomas_Ari","Stephen Cardullo_Col","Raimel Tapia_Col","Welington Castillo_Bal","Kendrys Morales_Tor","Starlin Castro_NYY","Didi Gregorius_NYY","Ben Zobrist_ChC","Jorge Polanco_Min","Michael Saunders_Phi","Marcell Ozuna_Mia","Manuel Margot_SD","Nicholas Castellanos_Det","Russell Martin_Tor","Randal Grichuk_StL","Greg Bird_NYY","Andrew Benintendi_Bos","Khris Davis_Oak","Kole Calhoun_LAA","Jose Reyes_NYM","Joey Gallo_Tex","Byron Buxton_Min","JT Realmuto_Mia","Aaron Altherr_Phi","Alex Dickerson_SD","Hunter Renfroe_SD","Dustin Garneau_Col","Stephen Drew_Was","Hunter Pence_SF","Victor Martinez_Det","Seth Smith_Bal","Cameron Maybin_LAA","Curtis Granderson_NYM","Ender Inciarte_Atl","Delino DeShields_Tex","Cesar Hernandez_Phi","Martin Prado_Mia","Freddy Galvis_Phi","Howie Kendrick_Phi","Cory Spangenberg_SD","Tom Murphy_Col","Wilmer Difo_Was","Buster Posey_SF","Jake Bauers_TB","Tim Beckham_TB","Hyun Soo Kim_Bal","Jedd Gyorko_StL","Steve Pearce_Tor","Pablo Sandoval_Bos","Javier Baez_ChC","Josh Harrison_Pit","CJ Cron_LAA","Rajai Davis_Oak","David Wright_NYM","Asdrubal Cabrera_NYM","Nick Markakis_Atl","Rhys Hoskins_Phi","Brandon Drury_Ari","Chris Owings_Ari","Chris Heisey_Was","Brandon Belt_SF","Eduardo Nunez_SF","Mitch Haniger_Sea","Trey Mancini_Bal","Yadier Molina_StL","Kevin Pillar_Tor","Chase Headley_NYY","Willson Contreras_ChC","Addison Russell_ChC","Luis Valbuena_LAA","Lucas Duda_NYM","Jay Bruce_NYM","Brandon Phillips_Atl","Neil Walker_NYM","Danny Santana_Min","Jurickson Profar_Tex","Cameron Rupp_Phi","Justin Bour_Mia","Daniel Nava_Phi","Travis Jankowski_SD","Pat Valaika_Col","Adrian Gonzalez_LAD","Logan Forsythe_LAD","Denard Span_SF","Joc Pederson_LAD","Yasiel Puig_LAD","Derek Norris_TB","Peter Bourjos_TB","Craig Gentry_Bal","Alen Hanson_Pit","Jefry Marte_LAA","Trevor Plouffe_Oak","Adonis Garcia_Atl","Michael Conforto_NYM","Jason Castro_Min","Andrew Knapp_Phi","Derek Dietrich_Mia","Jeremy Hazelbaker_Ari","Tony Wolters_Col","Joe Panik_SF","Justin Turner_LAD","Danny Valencia_Sea","Rickie Weeks_TB","JJ Hardy_Bal","Jhonny Peralta_StL","Brock Holt_Bos","Pete Kozma_NYY","Aaron Hicks_NYY","Ryon Healy_Oak","Marcus Semien_Oak","Dansby Swanson_Atl","Robinson Chirinos_Tex","Chris Herrmann_Ari","Jose Lobaton_Was","Brandon Crawford_SF","Taylor Motter_Sea","Leonys Martin_Sea","Curt Casali_TB","Joey Rickard_Bal","Justin Smoak_Tor","Rowdy Tellez_Tor","Matt Adams_StL","Dalton Pompey_Tor","Mitch Moreland_Bos","Josh Bell_Pit","Jason Heyward_ChC","Yunel Escobar_LAA","Ben Revere_LAA","Chris Gimenez_Min","Brett Nicholas_Tex","Eduardo Escobar_Min","Christian Bethancourt_SD","Austin Hedges_SD","Socrates Brito_Ari","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Jarrod Dyson_Sea","Jesus Sucre_TB","Daniel Robertson_TB","Kolten Wong_StL","Gleyber Torres_NYY","Chris Young_Bos","Francisco Cervelli_Pit","Adam Frazier_Pit","David Freese_Pit","Jordy Mercer_Pit","Albert Almora_ChC","Stephen Vogt_Oak","Andrelton Simmons_LAA","Wilmer Flores_NYM","Jace Peterson_Atl","Ryan Rua_Tex","Destin Hood_Mia","Cristhian Adames_Col","Mike Zunino_Sea","Alex Avila_Det","Ben Gamel_Sea","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Harrison Bader_StL","Austin Romine_NYY","Miguel Montero_ChC","John Jaso_Pit","Kevin Newman_Pit","Jon Jay_ChC","Danny Espinosa_LAA","Tyler Flowers_Atl","Tyler Moore_Mia","Brock Stassi_Phi","Ichiro Suzuki_Mia","Erick Aybar_SD","Alexi Amarista_Col","Nick Hundley_SF","Cody Bellinger_LAD","Chris Taylor_LAD","Christian Arroyo_SF","Jarrett Parker_SF","James McCann_Det","JaCoby Jones_Det","Ryan Flaherty_Bal","Jose Martinez_StL","Sandy Leon_Bos","Marco Hernandez_Bos","Ronald Torreyes_NYY","Steve Selsky_Bos","Jose Osuna_Pit","Josh Phegley_Oak","Mark Canha_Oak","Travis d'Arnaud_NYM","Ehire Adrianza_Min","Hanser Alberto_Tex","Andres Blanco_Phi","Adeiny Hechavarria_Mia","Luis Sardinas_SD","Allen Cordoba_SD","Trayce Thompson_LAD","Mac Williamson_SF","John Hicks_Det","Dixon Machado_Det","Mikie Mahtook_Det","Tyler Collins_Det","Guillermo Heredia_Sea","Caleb Joseph_Bal","Greg Garcia_StL","Ian Happ_ChC","Tommy La Stella_ChC","Matt Szczur_ChC","Yonder Alonso_Oak","Jed Lowrie_Oak","Micah Johnson_Atl","TJ Rivera_NYM","Chase d'Arnaud_Atl","Brandon Nimmo_NYM","AJ Ellis_Mia","Chris Iannetta_Ari","Jabari Blash_SD","Grant Green_Was","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Shawn O'Malley_Sea","Jose Iglesias_Det","Shane Peterson_TB","Darwin Barney_Tor","Kyle Higashioka_NYY","Christian Vazquez_Bos","Josh Rutledge_Bos","Deven Marrero_Bos","Phil Gosselin_Pit","Jake Smolinski_Oak","Rio Ruiz_Atl","Juan Lagares_NYM","JT Riddle_Mia","Hector Sanchez_SD","Daniel Descalso_Ari","Rob Segedin_LAD","Andre Ethier_LAD","Carlos Ruiz_Sea","Jim Adduci_Det","Carson Kelly_StL","Bruce Maxwell_Oak","Kevin Plawecki_NYM","Nick Ahmed_Ari","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Eric Fryer_StL","Ryan Goins_Tor","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_Oak","Kurt Suzuki_Atl","Drew Robinson_Tex","Miguel Rojas_Mia","Conor Gillaspie_SF","Chris Stewart_Pit","Carlos Perez_LAA","Adam Rosales_Oak","Jeff Mathis_Ari","Luis Torrens_SD","Drew Stubbs_SF","Daniel Vogelbach_Sea","Mike Freeman_Sea","Andrew Romine_Det","Rene Rivera_NYM","Anthony Recker_Atl","Chris Coghlan_Tor","Eloy Jimenez_ChC","Chad Pinder_Oak","Cliff Pennington_LAA","Jaff Decker_Oak","Matt Olson_Oak","Johan Camargo_Atl","Emilio Bonifacio_Atl","Tim Federowicz_SF","Aaron Hill_SF","Chris Marrero_SF","Brett Eibner_LAD"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8039215686275,0,0,0,0,0,0,0,0,0,0,0,0,-10.2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8921568627451,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5257352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5047619047619,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.7,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1923076923077,0,0,0,0,0,0,0,0,0,-13.4679487179487,0,1.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.56818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6363636363636,0,0,0,0,0,0,0,0,0,0,0,0,39.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.944444444444,-28.1538461538462,0,14.6153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.211111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83516483516484,0,0,0,0,0,0,17.7121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3736263736264,0,0,7.2967032967033,0,0,0,0,0,0,0,0,5.59340659340659,-11.5494505494505,0,0,0,0,0,0,0,0,0,0,20.967032967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27472527472527,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-6.95454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1363636363636,0,0,0,0,0,0,0,0,0,0,11.8444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490909090909091,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,15.1777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6374269005848,0,0,0,0,0,0,39.8602941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2967032967033,0,0,97.2865497076023,0,0,0,0,0,0,0,0,-11.921568627451,38.0643274853801,0,0,0,0,0,0,0,0,0,0,17.9607843137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.7105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2380952380952,0,0,0,0,0,0,0,0,0,0,0,8.27472527472528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8351648351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64444444444444,0,0,0,0,0,0,0,0,0,5.48351648351648,0,0,0,0,0,0,0,0,0.212121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18681318681319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-10.6904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1428571428571,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.428571428571,-6.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5320512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.73809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.390909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88095238095238,0,0,0,0,0,0,0,0,0,0,4.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08333333333333,56.1166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.64835164835165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29487179487179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
